# Referentiel d'activite Vigie-Chiro Point Fixe (contacts/nuit)
# Source : Bas Y, Kerbiriou C, Roemer C & Julien JF (2020) Bat reference scale of activity levels (Team-Chiro / MNHN)
# https://croemer3.wixsite.com/teamchiro/reference-scales-of-activity - libre d'usage avec citation obligatoire
# national toutes-saisons = 2020 ; saisons/regions/habitats = 2023 ; genere par build_activity_ref.py
# Classes : Faible <Q25 | Moyenne Q25-Q75 | Forte Q75-Q98 | Tres forte >=Q98
code;referentiel;saison;q25;q75;q98;nbocc;confiance
Myocap;region:Auvergne-Rhone-Alpes;ete;2;16;203;383;Bonne
Myodas;region:Auvergne-Rhone-Alpes;ete;1;1;3;37;Faible
Myodau;region:Auvergne-Rhone-Alpes;ete;3;24;419;3544;Tres bonne
Myoema;region:Auvergne-Rhone-Alpes;ete;2;10;82;2954;Tres bonne
MyoGT;region:Auvergne-Rhone-Alpes;ete;1;4;17;1029;Tres bonne
Myomys;region:Auvergne-Rhone-Alpes;ete;2;25;377;3465;Tres bonne
Myonat;region:Auvergne-Rhone-Alpes;ete;3;20;161;3283;Tres bonne
noise;region:Auvergne-Rhone-Alpes;ete;641;3649;7487;4808;Tres bonne
Nyclas;region:Auvergne-Rhone-Alpes;ete;3;20;72;162;Bonne
Nyclei;region:Auvergne-Rhone-Alpes;ete;6;36;246;4026;Tres bonne
Nycnoc;region:Auvergne-Rhone-Alpes;ete;2;16;167;2495;Tres bonne
Phafal;region:Auvergne-Rhone-Alpes;ete;1;14;222;709;Tres bonne
Phanan;region:Auvergne-Rhone-Alpes;ete;6;353;3140;3774;Tres bonne
Phofem;region:Auvergne-Rhone-Alpes;ete;1;6;99;1651;Tres bonne
Phogri;region:Auvergne-Rhone-Alpes;ete;11;373;5046;4312;Tres bonne
piaf;region:Auvergne-Rhone-Alpes;ete;19;142;823;3072;Tres bonne
Pipkuh;region:Auvergne-Rhone-Alpes;ete;21;372;2227;4336;Tres bonne
Pipnat;region:Auvergne-Rhone-Alpes;ete;3;27;228;3125;Tres bonne
Pippip;region:Auvergne-Rhone-Alpes;ete;42;552;3671;4635;Tres bonne
Pippyg;region:Auvergne-Rhone-Alpes;ete;3;50;678;2802;Tres bonne
Plaaff;region:Auvergne-Rhone-Alpes;ete;4;112;844;633;Tres bonne
Plaalb;region:Auvergne-Rhone-Alpes;ete;4;330;4153;2415;Tres bonne
Plafal;region:Auvergne-Rhone-Alpes;ete;1;3;487;56;Moderee
Plaint;region:Auvergne-Rhone-Alpes;ete;3;71;2565;2988;Tres bonne
Plasab;region:Auvergne-Rhone-Alpes;ete;3;30;426;1140;Tres bonne
Pleaur;region:Auvergne-Rhone-Alpes;ete;1;6;35;2084;Tres bonne
Pleaus;region:Auvergne-Rhone-Alpes;ete;2;8;54;2745;Tres bonne
Plemac;region:Auvergne-Rhone-Alpes;ete;1;3;11;257;Bonne
Pteger;region:Auvergne-Rhone-Alpes;ete;2;14;250;24;Faible
Ratnor;region:Auvergne-Rhone-Alpes;ete;1;3;27;481;Bonne
Rhasp;region:Auvergne-Rhone-Alpes;ete;3;64;903;774;Tres bonne
Rhieur;region:Auvergne-Rhone-Alpes;ete;1;4;31;134;Bonne
Rhifer;region:Auvergne-Rhone-Alpes;ete;2;54;1296;983;Tres bonne
Rhihip;region:Auvergne-Rhone-Alpes;ete;2;19;377;1304;Tres bonne
Roeroe;region:Auvergne-Rhone-Alpes;ete;1;10;153;1662;Tres bonne
Rusnit;region:Auvergne-Rhone-Alpes;ete;1;165;3850;1820;Tres bonne
Sepsep;region:Auvergne-Rhone-Alpes;ete;1;12;168;1056;Tres bonne
Tadten;region:Auvergne-Rhone-Alpes;ete;2;29;583;1227;Tres bonne
Testes;region:Auvergne-Rhone-Alpes;ete;3;93;5340;3107;Tres bonne
Tetarg;region:Auvergne-Rhone-Alpes;ete;1;3;27;483;Bonne
Tetcan;region:Auvergne-Rhone-Alpes;ete;2;22;142;17;Faible
Tetpyg;region:Auvergne-Rhone-Alpes;ete;1;1;5;159;Bonne
Tetvir;region:Auvergne-Rhone-Alpes;ete;28;1529;4020;4565;Tres bonne
Thycor;region:Auvergne-Rhone-Alpes;ete;1;1;1;27;Faible
Tyllil;region:Auvergne-Rhone-Alpes;ete;1;3;44;1433;Tres bonne
Urosp;region:Auvergne-Rhone-Alpes;ete;1;21;2300;1555;Tres bonne
Vesmur;region:Auvergne-Rhone-Alpes;ete;1;2;12;149;Bonne
Yerray;region:Auvergne-Rhone-Alpes;ete;3;33;2961;2962;Tres bonne
Yposp;region:Auvergne-Rhone-Alpes;ete;2;12;126;3302;Tres bonne
amph;region:Bourgogne-Franche-Comte;ete;1;6;45;147;Bonne
Antsp;region:Bourgogne-Franche-Comte;ete;2;36;594;53;Moderee
Barbar;region:Bourgogne-Franche-Comte;ete;2;22;168;664;Tres bonne
Barfis;region:Bourgogne-Franche-Comte;ete;1;14;303;421;Bonne
Chirosp;region:Bourgogne-Franche-Comte;ete;1;2;4;23;Faible
Confus;region:Bourgogne-Franche-Comte;ete;2;33;503;317;Bonne
Cympud;region:Bourgogne-Franche-Comte;ete;1;4;24;76;Moderee
Cyrscu;region:Bourgogne-Franche-Comte;ete;1;11;159;357;Bonne
Decalb;region:Bourgogne-Franche-Comte;ete;1;3;12;181;Bonne
Epheph;region:Bourgogne-Franche-Comte;ete;1;13;299;420;Bonne
Eptnil;region:Bourgogne-Franche-Comte;ete;1;3;11;32;Faible
Eptser;region:Bourgogne-Franche-Comte;ete;4;40;437;954;Tres bonne
Eupsp;region:Bourgogne-Franche-Comte;ete;1;8;144;415;Bonne
gril;region:Bourgogne-Franche-Comte;ete;1;2;9;129;Bonne
Hypsav;region:Bourgogne-Franche-Comte;ete;2;10;53;197;Bonne
Insp12;region:Bourgogne-Franche-Comte;ete;1;2;11;33;Faible
Inssp5;region:Bourgogne-Franche-Comte;ete;1;2;25;214;Bonne
Inssp7;region:Bourgogne-Franche-Comte;ete;1;8;72;314;Bonne
Isopyr;region:Bourgogne-Franche-Comte;ete;6;68;1218;222;Bonne
Lamsp.;region:Bourgogne-Franche-Comte;ete;1;5;50;330;Bonne
Leppun;region:Bourgogne-Franche-Comte;ete;10;2026;6057;1082;Tres bonne
mamm;region:Bourgogne-Franche-Comte;ete;1;2;4;47;Moderee
Metbra;region:Bourgogne-Franche-Comte;ete;1;4;31;134;Bonne
Micagr;region:Bourgogne-Franche-Comte;ete;1;7;41;178;Bonne
Mimasp;region:Bourgogne-Franche-Comte;ete;1;3;12;224;Bonne
Minsch;region:Bourgogne-Franche-Comte;ete;1;6;46;187;Bonne
Mussp;region:Bourgogne-Franche-Comte;ete;1;3;14;62;Moderee
Myoalc;region:Bourgogne-Franche-Comte;ete;1;12;224;310;Bonne
Myobec;region:Bourgogne-Franche-Comte;ete;1;2;15;117;Bonne
Myocap;region:Bourgogne-Franche-Comte;ete;2;18;244;137;Bonne
Myodau;region:Bourgogne-Franche-Comte;ete;2;16;1398;753;Tres bonne
Myoema;region:Bourgogne-Franche-Comte;ete;2;8;35;797;Tres bonne
MyoGT;region:Bourgogne-Franche-Comte;ete;1;7;48;282;Bonne
Myomys;region:Bourgogne-Franche-Comte;ete;3;29;375;796;Tres bonne
Myonat;region:Bourgogne-Franche-Comte;ete;2;16;102;627;Tres bonne
Myosp;region:Bourgogne-Franche-Comte;ete;1;3;8;85;Moderee
noise;region:Bourgogne-Franche-Comte;ete;372;2260;6124;1240;Tres bonne
Nyclei;region:Bourgogne-Franche-Comte;ete;4;31;315;911;Tres bonne
Nycnoc;region:Bourgogne-Franche-Comte;ete;2;10;181;493;Bonne
Ortsp.;region:Bourgogne-Franche-Comte;ete;1;1;4;20;Faible
Phafal;region:Bourgogne-Franche-Comte;ete;1;2;26;76;Moderee
Phanan;region:Bourgogne-Franche-Comte;ete;4;57;1761;738;Tres bonne
Phofem;region:Bourgogne-Franche-Comte;ete;1;4;53;239;Bonne
Phogri;region:Bourgogne-Franche-Comte;ete;5;446;5406;1046;Tres bonne
piaf;region:Bourgogne-Franche-Comte;ete;12;123;802;662;Tres bonne
Pipkuh;region:Bourgogne-Franche-Comte;ete;10;143;1082;1085;Tres bonne
Pipnat;region:Bourgogne-Franche-Comte;ete;2;13;230;628;Tres bonne
Pippip;region:Bourgogne-Franche-Comte;ete;30;644;4095;1191;Tres bonne
Pippyg;region:Bourgogne-Franche-Comte;ete;1;12;168;520;Tres bonne
Pipsp;region:Bourgogne-Franche-Comte;ete;1;2;6;25;Faible
Plaaff;region:Bourgogne-Franche-Comte;ete;1;16;197;42;Moderee
Plaalb;region:Bourgogne-Franche-Comte;ete;2;18;298;547;Tres bonne
Plaint;region:Bourgogne-Franche-Comte;ete;2;31;737;516;Tres bonne
Plasab;region:Bourgogne-Franche-Comte;ete;1;4;83;67;Moderee
Pleaur;region:Bourgogne-Franche-Comte;ete;1;3;16;355;Bonne
Pleaus;region:Bourgogne-Franche-Comte;ete;1;6;74;441;Bonne
Plemac;region:Bourgogne-Franche-Comte;ete;1;2;6;19;Faible
Plesp;region:Bourgogne-Franche-Comte;ete;1;2;5;40;Faible
Ratnor;region:Bourgogne-Franche-Comte;ete;1;2;17;105;Bonne
Rhasp;region:Bourgogne-Franche-Comte;ete;2;43;254;140;Bonne
Rhieur;region:Bourgogne-Franche-Comte;ete;1;3;12;35;Faible
Rhifer;region:Bourgogne-Franche-Comte;ete;1;6;260;194;Bonne
Rhihip;region:Bourgogne-Franche-Comte;ete;1;10;120;433;Bonne
Roeroe;region:Bourgogne-Franche-Comte;ete;1;10;375;324;Bonne
Rusnit;region:Bourgogne-Franche-Comte;ete;1;107;2870;359;Bonne
Sepsep;region:Bourgogne-Franche-Comte;ete;1;6;95;175;Bonne
Tadten;region:Bourgogne-Franche-Comte;ete;2;27;325;125;Bonne
Testes;region:Bourgogne-Franche-Comte;ete;1;20;2363;712;Tres bonne
Tetarg;region:Bourgogne-Franche-Comte;ete;1;2;3;59;Moderee
Tetvir;region:Bourgogne-Franche-Comte;ete;17;845;3152;1157;Tres bonne
Tyllil;region:Bourgogne-Franche-Comte;ete;1;3;27;213;Bonne
Urosp;region:Bourgogne-Franche-Comte;ete;1;9;107;215;Bonne
Vesmur;region:Bourgogne-Franche-Comte;ete;1;2;7;19;Faible
Yerray;region:Bourgogne-Franche-Comte;ete;3;25;355;818;Tres bonne
Yposp;region:Bourgogne-Franche-Comte;ete;2;11;161;793;Tres bonne
amph;region:Bretagne;ete;1;6;22;41;Moderee
Antsp;region:Bretagne;ete;2;31;573;29;Faible
Barbar;region:Bretagne;ete;3;33;226;337;Bonne
Barfis;region:Bretagne;ete;1;6;1876;175;Bonne
Confus;region:Bretagne;ete;1;27;1056;183;Bonne
Cympud;region:Bretagne;ete;1;3;160;33;Faible
Cyrscu;region:Bretagne;ete;1;5;3622;161;Bonne
Decalb;region:Bretagne;ete;1;2;15;126;Bonne
Epheph;region:Bretagne;ete;2;30;914;269;Bonne
Eptnil;region:Bretagne;ete;1;9;29;10;Faible
Eptser;region:Bretagne;ete;3;19;176;420;Bonne
Eupsp;region:Bretagne;ete;1;9;39;277;Bonne
gril;region:Bretagne;ete;1;1;5;38;Faible
Hypsav;region:Bretagne;ete;1;7;199;140;Bonne
Insp12;region:Bretagne;ete;1;4;11;18;Faible
Inssp5;region:Bretagne;ete;1;2;4;96;Moderee
Inssp7;region:Bretagne;ete;1;3;43;103;Bonne
Isopyr;region:Bretagne;ete;5;32;243;163;Bonne
Lamsp.;region:Bretagne;ete;1;2;6;48;Moderee
Leppun;region:Bretagne;ete;19;3286;7268;490;Bonne
mamm;region:Bretagne;ete;1;1;10;20;Faible
Metbra;region:Bretagne;ete;1;4;45;49;Moderee
Micagr;region:Bretagne;ete;1;2;8;85;Moderee
Mimasp;region:Bretagne;ete;1;3;8;174;Bonne
Minsch;region:Bretagne;ete;1;6;19;59;Moderee
Mussp;region:Bretagne;ete;1;2;8;37;Faible
Myoalc;region:Bretagne;ete;1;4;98;63;Moderee
Myocap;region:Bretagne;ete;1;9;339;43;Moderee
Myodau;region:Bretagne;ete;1;8;646;285;Bonne
Myoema;region:Bretagne;ete;1;4;36;255;Bonne
MyoGT;region:Bretagne;ete;1;1;6;38;Faible
Myomys;region:Bretagne;ete;2;14;80;337;Bonne
Myonat;region:Bretagne;ete;2;11;94;295;Bonne
noise;region:Bretagne;ete;466;3287;7690;553;Tres bonne
Nyclei;region:Bretagne;ete;2;13;114;360;Bonne
Nycnoc;region:Bretagne;ete;1;7;171;156;Bonne
Phafal;region:Bretagne;ete;1;2;8;11;Faible
Phanan;region:Bretagne;ete;3;84;676;416;Bonne
Phofem;region:Bretagne;ete;1;10;112;162;Bonne
Phogri;region:Bretagne;ete;13;2034;7611;510;Tres bonne
piaf;region:Bretagne;ete;28;307;931;451;Bonne
Pipkuh;region:Bretagne;ete;10;117;1429;512;Tres bonne
Pipnat;region:Bretagne;ete;2;9;170;304;Bonne
Pippip;region:Bretagne;ete;45;727;4632;540;Tres bonne
Pippyg;region:Bretagne;ete;1;9;58;243;Bonne
Plaaff;region:Bretagne;ete;4;45;309;32;Faible
Plaalb;region:Bretagne;ete;2;58;894;224;Bonne
Plaint;region:Bretagne;ete;3;142;1665;370;Bonne
Plasab;region:Bretagne;ete;3;99;538;62;Moderee
Pleaur;region:Bretagne;ete;1;5;20;224;Bonne
Pleaus;region:Bretagne;ete;1;11;107;341;Bonne
Plemac;region:Bretagne;ete;1;2;6;48;Moderee
Ratnor;region:Bretagne;ete;1;9;63;49;Moderee
Rhasp;region:Bretagne;ete;1;18;306;68;Moderee
Rhieur;region:Bretagne;ete;1;2;11;16;Faible
Rhifer;region:Bretagne;ete;1;4;46;79;Moderee
Rhihip;region:Bretagne;ete;1;5;30;113;Bonne
Roeroe;region:Bretagne;ete;1;6;83;172;Bonne
Rusnit;region:Bretagne;ete;1;6;2273;105;Bonne
Sepsep;region:Bretagne;ete;2;18;162;147;Bonne
Tadten;region:Bretagne;ete;4;54;378;145;Bonne
Testes;region:Bretagne;ete;3;65;5276;337;Bonne
Tetarg;region:Bretagne;ete;1;2;32;27;Faible
Tetvir;region:Bretagne;ete;18;767;4077;517;Tres bonne
Tyllil;region:Bretagne;ete;1;3;17;163;Bonne
Urosp;region:Bretagne;ete;1;4;1449;93;Moderee
Yerray;region:Bretagne;ete;2;20;193;374;Bonne
Yposp;region:Bretagne;ete;1;5;21;322;Bonne
amph;region:Centre-Val de Loire;ete;2;9;110;44;Moderee
Antsp;region:Centre-Val de Loire;ete;3;102;706;24;Faible
Barbar;region:Centre-Val de Loire;ete;3;22;206;215;Bonne
Barfis;region:Centre-Val de Loire;ete;1;8;145;112;Bonne
Confus;region:Centre-Val de Loire;ete;1;64;2504;68;Moderee
Cympud;region:Centre-Val de Loire;ete;1;6;51;19;Faible
Cyrscu;region:Centre-Val de Loire;ete;1;17;225;115;Bonne
Decalb;region:Centre-Val de Loire;ete;1;1;4;38;Faible
Epheph;region:Centre-Val de Loire;ete;1;7;412;128;Bonne
Eptnil;region:Centre-Val de Loire;ete;1;2;4;22;Faible
Eptser;region:Centre-Val de Loire;ete;6;39;227;281;Bonne
Eupsp;region:Centre-Val de Loire;ete;1;4;17;95;Moderee
gril;region:Centre-Val de Loire;ete;1;1;5;54;Moderee
Hypsav;region:Centre-Val de Loire;ete;1;6;65;62;Moderee
Inssp5;region:Centre-Val de Loire;ete;1;3;7;65;Moderee
Inssp7;region:Centre-Val de Loire;ete;1;4;20;56;Moderee
Isopyr;region:Centre-Val de Loire;ete;10;58;214;84;Moderee
Lamsp.;region:Centre-Val de Loire;ete;1;4;47;62;Moderee
Leppun;region:Centre-Val de Loire;ete;6;1411;8204;264;Bonne
mamm;region:Centre-Val de Loire;ete;1;2;3;28;Faible
Metbra;region:Centre-Val de Loire;ete;1;16;197;34;Faible
Micagr;region:Centre-Val de Loire;ete;1;2;6;24;Faible
Mimasp;region:Centre-Val de Loire;ete;1;2;8;43;Moderee
Minsch;region:Centre-Val de Loire;ete;1;3;7;40;Faible
Mussp;region:Centre-Val de Loire;ete;1;3;4;8;Faible
Myoalc;region:Centre-Val de Loire;ete;1;5;63;89;Moderee
Myobec;region:Centre-Val de Loire;ete;1;1;3;51;Moderee
Myocap;region:Centre-Val de Loire;ete;2;32;77;35;Faible
Myodau;region:Centre-Val de Loire;ete;3;24;857;253;Bonne
Myoema;region:Centre-Val de Loire;ete;2;24;155;207;Bonne
MyoGT;region:Centre-Val de Loire;ete;1;4;37;76;Moderee
Myomys;region:Centre-Val de Loire;ete;4;45;639;242;Bonne
Myonat;region:Centre-Val de Loire;ete;2;12;202;157;Bonne
noise;region:Centre-Val de Loire;ete;330;2144;15104;338;Bonne
Nyclas;region:Centre-Val de Loire;ete;2;3;3;4;Faible
Nyclei;region:Centre-Val de Loire;ete;6;62;487;277;Bonne
Nycnoc;region:Centre-Val de Loire;ete;5;41;341;218;Bonne
Phafal;region:Centre-Val de Loire;ete;1;12;33;10;Faible
Phanan;region:Centre-Val de Loire;ete;3;180;2598;240;Bonne
Phofem;region:Centre-Val de Loire;ete;1;4;44;81;Moderee
Phogri;region:Centre-Val de Loire;ete;4;284;4952;275;Bonne
piaf;region:Centre-Val de Loire;ete;19;157;575;233;Bonne
Pipkuh;region:Centre-Val de Loire;ete;14;115;858;301;Bonne
Pipnat;region:Centre-Val de Loire;ete;2;16;95;178;Bonne
Pippip;region:Centre-Val de Loire;ete;72;941;4667;324;Bonne
Pippyg;region:Centre-Val de Loire;ete;1;12;106;138;Bonne
Plaaff;region:Centre-Val de Loire;ete;1;12;130;10;Faible
Plaalb;region:Centre-Val de Loire;ete;2;29;1601;134;Bonne
Plaint;region:Centre-Val de Loire;ete;2;48;472;135;Bonne
Plasab;region:Centre-Val de Loire;ete;1;28;155;38;Faible
Pleaur;region:Centre-Val de Loire;ete;1;4;17;136;Bonne
Pleaus;region:Centre-Val de Loire;ete;1;9;45;149;Bonne
Plemac;region:Centre-Val de Loire;ete;1;2;3;10;Faible
Ratnor;region:Centre-Val de Loire;ete;1;1;3;24;Faible
Rhasp;region:Centre-Val de Loire;ete;6;128;1155;48;Moderee
Rhieur;region:Centre-Val de Loire;ete;1;4;413;21;Faible
Rhifer;region:Centre-Val de Loire;ete;3;42;683;75;Moderee
Rhihip;region:Centre-Val de Loire;ete;2;17;126;88;Moderee
Roeroe;region:Centre-Val de Loire;ete;1;25;920;92;Moderee
Rusnit;region:Centre-Val de Loire;ete;1;17;4057;168;Bonne
Sepsep;region:Centre-Val de Loire;ete;1;10;175;50;Moderee
Tadten;region:Centre-Val de Loire;ete;2;22;424;47;Moderee
Testes;region:Centre-Val de Loire;ete;1;17;3983;143;Bonne
Tetarg;region:Centre-Val de Loire;ete;1;14;69;50;Moderee
Tetvir;region:Centre-Val de Loire;ete;21;731;6567;314;Bonne
Tyllil;region:Centre-Val de Loire;ete;1;4;89;56;Moderee
Urosp;region:Centre-Val de Loire;ete;1;7;449;42;Moderee
Yerray;region:Centre-Val de Loire;ete;2;42;467;165;Bonne
Yposp;region:Centre-Val de Loire;ete;1;14;877;185;Bonne
amph;region:Corse;ete;2;7;21;29;Faible
Antsp;region:Corse;ete;5;117;1045;13;Faible
Barbar;region:Corse;ete;2;16;79;100;Moderee
Barfis;region:Corse;ete;3;52;415;91;Moderee
Confus;region:Corse;ete;2;41;820;29;Faible
Cympud;region:Corse;ete;2;6;90;15;Faible
Cyrscu;region:Corse;ete;2;36;1241;95;Moderee
Decalb;region:Corse;ete;1;9;226;43;Moderee
Epheph;region:Corse;ete;3;76;2065;107;Bonne
Eptnil;region:Corse;ete;1;2;6;12;Faible
Eptser;region:Corse;ete;4;37;221;171;Bonne
Eupsp;region:Corse;ete;2;87;3001;83;Moderee
gril;region:Corse;ete;1;2;4;21;Faible
Hypsav;region:Corse;ete;4;44;188;124;Bonne
Inssp5;region:Corse;ete;1;1;7;23;Faible
Inssp7;region:Corse;ete;1;7;50;25;Faible
Isopyr;region:Corse;ete;10;44;670;27;Faible
Lamsp.;region:Corse;ete;1;3;16;51;Moderee
Leppun;region:Corse;ete;2;771;5504;148;Bonne
Metbra;region:Corse;ete;1;3;12;30;Faible
Mimasp;region:Corse;ete;1;3;6;51;Moderee
Minsch;region:Corse;ete;2;10;100;86;Moderee
Mussp;region:Corse;ete;2;4;6;6;Faible
Myocap;region:Corse;ete;6;53;674;17;Faible
Myodau;region:Corse;ete;1;6;309;93;Moderee
Myoema;region:Corse;ete;1;7;40;130;Bonne
MyoGT;region:Corse;ete;1;2;15;26;Faible
Myomys;region:Corse;ete;1;6;36;78;Moderee
Myonat;region:Corse;ete;1;6;47;47;Moderee
noise;region:Corse;ete;104;1834;6670;241;Bonne
Nyclas;region:Corse;ete;3;21;234;42;Moderee
Nyclei;region:Corse;ete;5;30;121;169;Bonne
Nycnoc;region:Corse;ete;1;6;49;102;Bonne
Phafal;region:Corse;ete;1;5;37;29;Faible
Phanan;region:Corse;ete;2;509;3223;134;Bonne
Phofem;region:Corse;ete;2;31;348;64;Moderee
Phogri;region:Corse;ete;4;88;1838;158;Bonne
piaf;region:Corse;ete;18;162;569;147;Bonne
Pipkuh;region:Corse;ete;6;92;518;189;Bonne
Pipnat;region:Corse;ete;2;10;41;114;Bonne
Pippip;region:Corse;ete;19;217;1846;195;Bonne
Pippyg;region:Corse;ete;4;58;1736;154;Bonne
Plaaff;region:Corse;ete;3;42;224;21;Faible
Plaalb;region:Corse;ete;2;14;460;99;Moderee
Plaint;region:Corse;ete;1;49;1827;86;Moderee
Plasab;region:Corse;ete;1;4;133;30;Faible
Pleaur;region:Corse;ete;1;3;9;75;Moderee
Pleaus;region:Corse;ete;1;5;24;86;Moderee
Plemac;region:Corse;ete;1;4;12;24;Faible
Ratnor;region:Corse;ete;1;14;128;20;Faible
Rhasp;region:Corse;ete;3;156;3189;23;Faible
Rhifer;region:Corse;ete;1;5;62;57;Moderee
Rhihip;region:Corse;ete;1;7;52;75;Moderee
Roeroe;region:Corse;ete;1;7;184;53;Moderee
Rusnit;region:Corse;ete;2;78;3342;86;Moderee
Sepsep;region:Corse;ete;2;10;574;19;Faible
Tadten;region:Corse;ete;7;94;477;148;Bonne
Testes;region:Corse;ete;1;63;6144;82;Moderee
Tetarg;region:Corse;ete;1;2;12;26;Faible
Tetvir;region:Corse;ete;12;841;3169;197;Bonne
Tyllil;region:Corse;ete;1;6;61;41;Moderee
Urosp;region:Corse;ete;3;21;4121;68;Moderee
Yerray;region:Corse;ete;2;60;1530;77;Moderee
Yposp;region:Corse;ete;1;8;150;88;Moderee
amph;habitat:Foret;ete;1;7;62;628;Tres bonne
Antsp;habitat:Foret;ete;3;95;1400;654;Tres bonne
Aposp;habitat:Foret;ete;1;2;52;31;Faible
Barbar;habitat:Foret;ete;2;19;149;3568;Tres bonne
Barfis;habitat:Foret;ete;1;28;1324;2929;Tres bonne
Bicbic;habitat:Foret;ete;4;10;12;12;Faible
Chirosp;habitat:Foret;ete;1;2;4;20;Faible
Condor;habitat:Foret;ete;1;8;56;51;Moderee
Confus;habitat:Foret;ete;1;20;484;1583;Tres bonne
criq;habitat:Foret;ete;1;2;18;63;Moderee
Cympud;habitat:Foret;ete;1;6;214;491;Bonne
Cyrscu;habitat:Foret;ete;2;26;1023;2582;Tres bonne
Decalb;habitat:Foret;ete;1;2;21;1129;Tres bonne
Epheph;habitat:Foret;ete;2;67;2418;3298;Tres bonne
Eptnil;habitat:Foret;ete;1;2;15;235;Bonne
Eptser;habitat:Foret;ete;3;33;302;5356;Tres bonne
Eupsp;habitat:Foret;ete;1;11;281;2761;Tres bonne
gril;habitat:Foret;ete;1;2;32;969;Tres bonne
Hypsav;habitat:Foret;ete;2;20;259;2380;Tres bonne
Insp11;habitat:Foret;ete;1;1;2;18;Faible
Insp12;habitat:Foret;ete;1;2;9;108;Bonne
Inssp5;habitat:Foret;ete;1;2;11;1155;Tres bonne
Inssp7;habitat:Foret;ete;1;8;89;1195;Tres bonne
Inssp8;habitat:Foret;ete;1;1;5;12;Faible
Isopyr;habitat:Foret;ete;9;88;1166;1902;Tres bonne
Lamsp.;habitat:Foret;ete;1;6;82;1879;Tres bonne
Leppun;habitat:Foret;ete;6;1222;6347;5968;Tres bonne
mamm;habitat:Foret;ete;1;2;6;274;Bonne
Metbra;habitat:Foret;ete;1;10;130;1002;Tres bonne
Micagr;habitat:Foret;ete;1;2;24;575;Tres bonne
Mimasp;habitat:Foret;ete;1;2;13;1162;Tres bonne
Minsch;habitat:Foret;ete;1;8;82;1849;Tres bonne
Mussp;habitat:Foret;ete;1;3;19;210;Bonne
Myoalc;habitat:Foret;ete;1;9;134;1409;Tres bonne
Myobec;habitat:Foret;ete;1;2;8;328;Bonne
Myocap;habitat:Foret;ete;2;19;226;625;Tres bonne
Myodas;habitat:Foret;ete;1;1;15;21;Faible
Myodau;habitat:Foret;ete;2;16;522;4359;Tres bonne
Myoema;habitat:Foret;ete;2;10;89;4442;Tres bonne
MyoGT;habitat:Foret;ete;1;4;26;946;Tres bonne
Myomys;habitat:Foret;ete;2;26;365;4575;Tres bonne
Myonat;habitat:Foret;ete;2;15;144;3939;Tres bonne
Myosp;habitat:Foret;ete;1;3;8;68;Moderee
noise;habitat:Foret;ete;378;2638;6824;7132;Tres bonne
Nyclas;habitat:Foret;ete;2;18;165;135;Bonne
Nyclei;habitat:Foret;ete;4;29;273;5581;Tres bonne
Nycnoc;habitat:Foret;ete;2;13;166;2810;Tres bonne
Ortsp.;habitat:Foret;ete;1;2;5;16;Faible
Phafal;habitat:Foret;ete;1;4;37;410;Bonne
Phanan;habitat:Foret;ete;4;134;3093;5119;Tres bonne
Phofem;habitat:Foret;ete;1;7;115;1766;Tres bonne
Phogri;habitat:Foret;ete;6;269;4965;5993;Tres bonne
piaf;habitat:Foret;ete;19;182;779;4518;Tres bonne
Pipkuh;habitat:Foret;ete;9;157;1715;6233;Tres bonne
Pipnat;habitat:Foret;ete;2;15;170;3305;Tres bonne
Pippip;habitat:Foret;ete;34;542;3955;6803;Tres bonne
Pippyg;habitat:Foret;ete;2;34;1112;3788;Tres bonne
Pipsp;habitat:Foret;ete;1;2;6;22;Faible
Plaaff;habitat:Foret;ete;2;59;826;554;Tres bonne
Plaalb;habitat:Foret;ete;2;42;1835;2933;Tres bonne
Plafal;habitat:Foret;ete;1;2;54;36;Faible
Plaint;habitat:Foret;ete;2;57;2096;3866;Tres bonne
Plasab;habitat:Foret;ete;1;17;252;810;Tres bonne
Pleaur;habitat:Foret;ete;1;4;24;2407;Tres bonne
Pleaus;habitat:Foret;ete;1;7;62;3312;Tres bonne
Plemac;habitat:Foret;ete;1;2;15;240;Bonne
Plesp;habitat:Foret;ete;1;2;5;29;Faible
Pteger;habitat:Foret;ete;2;25;366;26;Faible
Ratnor;habitat:Foret;ete;1;3;77;536;Tres bonne
Rhasp;habitat:Foret;ete;3;60;1460;987;Tres bonne
Rhieur;habitat:Foret;ete;1;4;53;258;Bonne
Rhifer;habitat:Foret;ete;2;32;1033;1388;Tres bonne
Rhihip;habitat:Foret;ete;2;15;346;2172;Tres bonne
Roeroe;habitat:Foret;ete;1;9;137;2037;Tres bonne
Rusnit;habitat:Foret;ete;1;59;3458;2007;Tres bonne
Sepsep;habitat:Foret;ete;1;10;252;1376;Tres bonne
Tadten;habitat:Foret;ete;3;31;386;1784;Tres bonne
Testes;habitat:Foret;ete;2;36;2285;3647;Tres bonne
Tetarg;habitat:Foret;ete;1;2;30;395;Bonne
Tetcan;habitat:Foret;ete;4;84;126;20;Faible
Tetpyg;habitat:Foret;ete;1;1;5;162;Bonne
Tetvir;habitat:Foret;ete;16;942;3652;6650;Tres bonne
Thycor;habitat:Foret;ete;1;1;2;33;Faible
